movieID,crewID,occupationID,characters
3574,nm0934912,2,
3574,nm0449246,0,
3574,nm1044052,0,
3574,nm0761930,0,
3574,nm0454349,6,
3576,nm0006016,6,
3576,nm0001492,1,Lloyd Gallagher
3576,nm0636694,1,Tom Beck
3576,nm0160004,4,Brenda Lee Van Buren
3576,nm0270948,1,Lt. John Masterson
3576,nm0794791,2,
3576,nm0467942,0,
3576,nm0578444,3,
3576,nm0647910,3,
3576,nm0790144,3,
3577,nm0002733,7,
3577,nm0000145,4,April Delongpre
3577,nm0879186,1,Perry Tyson
3577,nm0001221,4,Belle Delongpre
3577,nm0412322,1,Sheriff Earl Hawkins
3577,nm0455394,2,
3577,nm0235167,0,
3577,nm0096025,3,
3577,nm0253486,6,
3577,nm0687641,5,
3578,nm0926824,3,
3578,nm0000128,1,Maximus
3578,nm0001618,1,Commodus
3578,nm0001567,4,Lucilla
3578,nm0001657,1,Proximo
3578,nm0000631,2,
3578,nm0291905,0,
3578,nm0517589,0,
3578,nm0629933,0,
3578,nm0527322,3,
3580,nm0130846,5,
3580,nm0000218,4,Mary Panton
3580,nm0000576,1,Rowley Flint
3580,nm0000843,4,Princess San Ferdinando
3580,nm0289038,1,Sir Edgar Swift
3580,nm0351993,2,
3580,nm0560857,0,
3580,nm0351911,0,
3580,nm0830103,3,
3580,nm0006043,6,
3581,nm0071696,5,
3581,nm0799591,1,Jip
3581,nm0683455,4,Lulu
3581,nm0662744,1,Koop
3581,nm0721885,4,Nina
3581,nm0449863,2,
3581,nm0566659,3,
3581,nm0629242,3,
3581,nm0378593,6,
3581,nm0578141,6,
3584,nm0259567,3,
3584,nm0000152,1,Jesse
3584,nm0438585,4,Monica
3584,nm0582586,1,Birnbaum
3584,nm0752636,1,Lt. Parmental
3584,nm0564319,2,
3584,nm0000076,0,
3584,nm0000419,0,
3584,nm0141281,0,
3584,nm0001031,0,
3586,nm0390435,5,
3586,nm0788829,1,Vincent Vacarri
3586,nm0271165,4,Brenda Roberts
3586,nm0001251,1,Caesare
3586,nm0484361,1,Tommy Dee
3586,nm0000431,2,
3586,nm0223988,0,
3586,nm0456801,3,
3586,nm0462242,3,
3586,nm0058033,6,
3587,nm0016295,5,
3587,nm0565907,1,Mark Elliot
3587,nm0591968,4,Rose Elliot
3587,nm0320395,4,Sara
3587,nm0630453,4,Elise De Longvalle Adler
3587,nm0000783,2,
3587,nm0332417,0,
3587,nm0211063,0,
3587,nm0034483,3,
3587,nm0256230,6,
3590,nm0542228,5,
3590,nm0000230,1,Stanley Rosiello
3590,nm0001857,1,Butchey Weinstein
3590,nm0455133,1,David 'Chico' Tyrell
3590,nm0532083,1,Wimpy Murgalo
3590,nm0203429,2,
3590,nm0894776,2,
3590,nm0322389,0,
3590,nm0112072,6,
3590,nm0005767,5,
3591,nm0005755,5,
3591,nm0000474,1,Jack
3591,nm0000414,4,Caroline Butler
3591,nm0462735,1,Alex Butler
3591,nm0043552,1,Kenny Butler
3591,nm0236769,2,
3591,nm0000455,0,
3591,nm0521011,3,
3591,nm0795682,3,
3591,nm0002626,6,
3592,nm0850401,6,
3592,nm0885286,1,Jaffar
3592,nm0253502,1,Silbad
3592,nm0499522,1,Piel
3592,nm0561189,1,Matton
3592,nm0482537,2,
3592,nm0943248,0,
3592,nm0320786,0,
3592,nm0541389,0,
3592,nm0100181,6,
3593,nm0759627,3,
3593,nm0000237,1,Terl
3593,nm0001845,1,Ker
3593,nm0001608,1,Jonnie Goodboy Tyler
3593,nm0167649,1,Carlo
3593,nm0002337,2,
3593,nm0541720,0,
3593,nm0788526,0,
3593,nm0399196,0,
3593,nm0006790,3,
3594,nm0031697,7,
3594,nm0776040,4,Jody
3594,nm0830059,1,Cooper
3594,nm0705492,1,Charlie
3594,nm0242266,4,Audition Teacher
3594,nm0405336,2,
3594,nm0374084,0,
3594,nm0548257,3,
3594,nm0006070,6,
3594,nm0801005,5,
3596,nm0413013,7,
3596,nm0005172,1,Willard Fillmore
3596,nm0152638,1,Rusty P. Hayes
3596,nm0834626,4,Miss Crock
3596,nm0000362,1,Grover Cleaver
3596,nm0018735,2,
3596,nm0438989,2,
3596,nm0800465,3,
3596,nm0006014,6,
3596,nm0109658,5,
3597,nm0001605,4,Mia
3597,nm0887144,1,Brad
3597,nm0009017,1,Jonathan
3597,nm0053474,1,Zeke
3597,nm0169680,2,
3597,nm0599573,6,
3597,nm0468637,5,
3597,nm0002500,7,
3597,nm0844074,8,
3598,nm0207532,5,
3598,nm0000160,1,Hamlet
3598,nm0001492,1,Claudius
3598,nm0893204,4,Gertrude
3598,nm0001731,1,Ghost
3598,nm0021899,2,
3598,nm0000636,0,
3598,nm0276404,3,
3598,nm0387646,3,
3598,nm0001980,6,
3599,nm0664990,3,
3599,nm0000069,1,Clarence Doolittle
3599,nm0337113,4,Susan Abbott
3599,nm0000037,1,Joseph Brady
3599,nm0411826,1,José Iturbi
3599,nm0796645,2,
3599,nm0053484,2,
3599,nm0360253,2,
3599,nm0501973,0,
3599,nm0545731,0,
3604,nm0005889,5,
3604,nm0751426,4,Rose Hovick
3604,nm0000081,4,Louise Hovick
3604,nm0001500,1,Herbie Sommers
3604,nm0908813,1,Tulsa
3604,nm0503777,2,
3604,nm0491306,0,
3604,nm0497346,0,
3604,nm0818700,0,
3604,nm0006312,6,
3606,nm0005849,5,
3606,nm0000037,1,Gabey
3606,nm0000069,1,Chip
3606,nm0308081,4,Brunhilde Esterhazy
3606,nm0587900,4,Claire Huddesen
3606,nm0002045,2,
3606,nm0337582,0,
3606,nm0173679,0,
3606,nm0730385,0,
3606,nm0006085,3,
3608,nm0000384,6,
3608,nm0000607,1,Pee-wee Herman
3608,nm0197354,4,Dottie
3608,nm0392625,1,Francis Buxton
3608,nm0758405,4,Simone
3608,nm0000318,2,
3608,nm0367005,0,
3608,nm0889962,0,
3608,nm0009272,3,
3608,nm0005414,3,
3609,nm0629138,10,Self
3609,nm0814384,10,Self
3609,nm0170584,3,
3609,nm0091250,6,
3609,nm0648455,5,
3609,nm0716182,5,
3609,nm0771440,5,
3609,nm0679863,7,
3609,nm0773909,7,
3614,nm0254673,8,
3614,nm0001001,1,Tommy Korman
3614,nm0000115,1,Jack Singer
3614,nm0000572,4,"Betsy Nolan"",""Donna Korman"
3614,nm0001552,1,Mahi Mahi
3614,nm0000921,2,
3614,nm0516465,3,
3614,nm0628056,6,
3614,nm0005710,5,
3614,nm0539794,7,
3615,nm0338396,0,
3615,nm0000665,1,Aladar
3615,nm0000523,4,Neera
3615,nm0942787,1,Kron
3615,nm0005569,4,Plio
3615,nm0500343,2,
3615,nm0957798,2,
3615,nm0258059,0,
3615,nm0365666,0,
3615,nm0414608,0,
3616,nm0430193,8,
3616,nm0004755,1,Paul Tannek
3616,nm0002546,4,Dora Diamond
3616,nm0651008,1,Adam
3616,nm0755603,1,Chris
3616,nm0002132,2,
3616,nm0135245,3,
3616,nm0457598,6,
3616,nm0353963,5,
3616,nm0157096,7,
3617,nm0410419,5,
3617,nm0005227,1,Josh
3617,nm0005405,1,E. L.
3617,nm0005442,4,Beth
3617,nm0182455,1,Rubin
3617,nm0680846,2,
3617,nm0035905,0,
3617,nm0325175,3,
3617,nm0575817,3,
3617,nm0801117,6,
3618,nm0000095,1,Ray
3618,nm0001808,4,Frenchy
3618,nm0000424,1,David
3618,nm0768319,4,Candy Salesperson
3618,nm0235389,3,
3618,nm0270508,5,
3618,nm0503429,7,
3618,nm0520288,8,
3619,nm0175722,7,
3619,nm0001103,1,Duke
3619,nm0000201,4,Suzie Q
3619,nm0042976,1,Earle
3619,nm0050673,1,Mechanic
3619,nm0616152,2,
3619,nm0975310,0,
3619,nm0855065,0,
3619,nm0005710,5,
3619,nm0021065,7,
3622,nm0606657,6,
3622,nm0000316,1,Tikon
3622,nm0600531,1,Vorobyaninov
3622,nm0001449,1,Ostap Bender
3622,nm0001123,1,Father Fyodor
3622,nm0407633,0,
3622,nm0678205,0,
3622,nm2159971,0,
3622,nm1018558,0,
3622,nm0381110,3,
3623,nm0906048,3,
3623,nm0000129,1,Ethan Hunt
3623,nm0779084,1,Sean Ambrose
3623,nm0628601,4,Nyah Hall
3623,nm0000609,1,Luther Strickell
3623,nm0000247,2,
3623,nm0312367,0,
3623,nm0601822,0,
3623,nm0103804,0,
3623,nm0001801,0,
3624,nm0322802,3,
3624,nm0000329,1,Chon Wang
3624,nm0005562,1,Roy O'Bannon
3624,nm0005154,4,Princess Pei Pei
3624,nm0581266,4,Indian Wife
3624,nm0223359,2,
3624,nm0587692,0,
3624,nm0332184,0,
3624,nm0053388,3,
3624,nm0083696,3,
3625,nm0417319,5,
3625,nm0005240,10,Self
3625,nm0126407,1,Lords of Acid
3625,nm0570119,1,Lords of Acid
3625,nm0303292,4,Lords of Acid
3625,nm0718505,2,
3625,nm0573976,3,
3625,nm0842509,3,
3625,nm0007914,5,
3625,nm0105537,5,
3626,nm0005916,5,
3626,nm0822062,1,Philip Emmenthal
3626,nm0216221,1,Storey Emmenthal
3626,nm0943180,4,Kito
3626,nm0001057,4,"Griselda"",""Sister Concordia"
3626,nm0000425,2,
3626,nm15625834,0,
3626,nm0440413,3,
3626,nm0004230,6,
3626,nm0115956,5,
3627,nm0658633,7,
3627,nm0385010,4,Mary Henry
3627,nm0270766,4,Mrs. Thomas - Landlady
3627,nm0074367,1,John Linden
3627,nm0255156,1,Minister
3627,nm0367547,2,
3627,nm0166647,0,
3627,nm0601235,6,
3627,nm0695370,5,
3627,nm0208924,7,
3628,nm0632393,7,
3628,nm0000078,1,Capt. Jim Gordon
3628,nm0140865,1,Woody Jason
3628,nm0496819,4,Brooke Elliott
3628,nm0446769,1,Hap Davis
3628,nm0588183,2,
3628,nm0303930,0,
3628,nm0873200,0,
3628,nm0000082,6,
3628,nm0005785,5,
3629,nm1027682,1,Eskimo Child
3629,nm0000122,1,The Lone Prospector
3629,nm0841501,1,Big Jim McKay
3629,nm0615306,1,Black Larsen
3629,nm0074788,1,Hank Curtis
3629,nm0675356,6,
3629,nm0005906,5,
3629,nm0906618,1,Jack Cameron
3629,nm0354913,4,Georgia
3629,nm1033900,1,Man in Dance Hall
3632,nm0000122,1,Henri Verdoux - Alias Varnay - Alias Bonheur - Alias Floray
3632,nm0180900,4,Mona Verdoux - His Wife
3632,nm0734467,1,Peter Verdoux - Their Son
3632,nm0507673,1,Maurice Bottello - Verdoux's Friend
3632,nm0000080,0,
3632,nm0005906,5,
3632,nm0630119,7,
3633,nm0759162,3,
3633,nm0493872,1,James Bond
3633,nm0001671,4,Tracy
3633,nm0001699,1,Blofeld
3633,nm0275213,1,Draco
3633,nm0402597,2,
3633,nm0712362,0,
3633,nm0537363,0,
3633,nm0001220,0,
3633,nm0110482,3,
3634,nm0000025,6,
3634,nm0000044,1,Gen. James Mattoon Scott
3634,nm0000018,1,Col. Martin 'Jiggs' Casey
3634,nm0545298,1,President Jordan Lyman
3634,nm0001257,4,Eleanor Holbrook
3634,nm0001239,2,
3634,nm0460608,0,
3634,nm0047120,0,
3634,nm0785245,0,
3634,nm0507151,3,
3635,nm0006121,6,
3635,nm0000549,1,James Bond
3635,nm0000819,4,Major Anya Amasova
3635,nm0432007,1,Stromberg
3635,nm0001423,1,Jaws
3635,nm0318150,2,
3635,nm0228970,0,
3635,nm0537363,0,
3635,nm0001220,0,
3635,nm0110482,3,
3637,nm0061853,8,
3637,nm0094789,4,Mona sans toit ni loi
3637,nm0617736,4,La platanologue Mme Landier
3637,nm0293889,1,"Jean-Pierre, ingéneur agronome"
3637,nm0708136,1,Le marocain qui la trouve
3637,nm0889513,2,
3637,nm0590594,3,
3637,nm0116861,6,
3637,nm0089333,5,
3637,nm0563440,7,
3638,nm0110482,3,
3638,nm0000549,1,James Bond
3638,nm0001042,4,Holly Goodhead
3638,nm0003909,1,Hugo Drax
3638,nm0001423,1,Jaws
3638,nm0318150,2,
3638,nm0228970,0,
3638,nm0001220,0,
3638,nm0026755,0,
3638,nm0059483,0,
3639,nm0759162,3,
3639,nm0000549,1,James Bond
3639,nm0000489,1,Scaramanga
3639,nm0001180,4,Goodnight
3639,nm0000726,4,Andrea Anders
3639,nm0357891,2,
3639,nm0537363,0,
3639,nm0542539,0,
3639,nm0001220,0,
3639,nm0110482,3,
3640,nm0152249,1,Rupert Macabee
3640,nm0000122,1,King Shahdov
3640,nm0041602,4,Queen Irene
3640,nm0221491,1,Prime Minister Voudel
3640,nm0426799,1,Ambassador Jaume
3640,nm0005838,5,
3640,nm0780385,7,
3640,nm0011625,4,Ann Kay - TV Specialist
3640,nm0416228,1,Johnson - TV Advertiser
3640,nm0408992,4,Mona Cromwell - Hostess
3641,nm0048798,4,Masseuse
3641,nm0701012,4,Marie St. Clair
3641,nm0312238,1,Marie's Step-Father
3641,nm0588033,1,Jean Millet
3641,nm0461438,4,Jean's Mother
3641,nm0000122,2,
3641,nm0294058,1,Jean's Father
3641,nm0579663,1,Pierre Revel
3641,nm0607369,4,Fifi
3641,nm0689748,4,Paulette
3643,nm0770127,6,
3643,nm0000078,1,Lt. Cmdr. Wedge Donovan
3643,nm0001333,4,Constance Chesley
3643,nm0641454,1,Lt. Cmdr. Robert Yarrow
3643,nm0292433,1,Eddie Powers
3643,nm0524995,2,
3643,nm0153698,0,
3643,nm0533418,0,
3643,nm0384248,0,
3643,nm0886861,0,
3646,nm0006099,6,
3646,nm0001454,1,Malcolm Turner
3646,nm0000505,4,Sherry Pierce
3646,nm0316079,1,John
3646,nm0913465,1,Trent Pierce
3646,nm0331532,2,
3646,nm0702912,0,
3646,nm0722610,0,
3646,nm0295560,3,
3646,nm0338171,3,
3648,nm0502114,7,
3648,nm0875861,1,Tom Friend
3648,nm0001088,1,Dr. Rollason
3648,nm0175015,4,Helen Rollason
3648,nm0915077,1,Peter Fox
3648,nm0346436,2,
3648,nm0460600,0,
3648,nm0054686,3,
3648,nm0780699,6,
3648,nm0335264,5,
3649,nm0000152,1,Julian
3649,nm0001381,4,Michelle
3649,nm0001185,1,Sunday
3649,nm0887684,4,Anne
3649,nm0001707,2,
3649,nm0000988,3,
3649,nm0002380,6,
3649,nm0007037,5,
3649,nm0357041,7,
3652,nm0759331,5,
3652,nm0313387,1,Peter Bell
3652,nm0531529,4,Mary Woodhouse
3652,nm0210235,1,Gerry
3652,nm0409420,4,Emily Robbins
3652,nm0002086,2,
3652,nm0332417,0,
3652,nm0522454,0,
3652,nm1270209,0,
3652,nm0006088,6,
3653,nm0041875,1,Principal surfer
3653,nm0405286,1,Principal surfer
3653,nm0088060,10,Self
3653,nm0113164,1,Narrator
3653,nm3230950,3,
3653,nm0086794,6,
3653,nm0313814,6,
3653,nm1271827,6,
3654,nm0651544,7,
3654,nm0000057,1,Cpl. John Anthony Miller
3654,nm0000060,1,Capt. Keith Mallory
3654,nm0000063,1,Col. Andrea Stavros
3654,nm0703033,1,Maj. Roy Franklin
3654,nm0496746,2,
3654,nm0533745,0,
3654,nm0286025,0,
3654,nm0006323,6,
3654,nm0005807,5,
3655,nm0005919,5,
3655,nm0000052,1,Marcello
3655,nm0681566,1,Michel
3655,nm0634159,1,Philippe
3655,nm0865575,1,Ugo
3655,nm0274659,2,
3655,nm0044156,0,
3655,nm0087126,0,
3655,nm0539914,3,
3655,nm0006271,6,
3658,nm0716131,7,
3658,nm0232019,1,Doctor Roney
3658,nm0445139,1,Quatermass
3658,nm0791176,4,Barbara Judd
3658,nm0002103,1,Colonel Breen
3658,nm0001928,2,
3658,nm0460600,0,
3658,nm0450862,3,
3658,nm0142639,6,
3658,nm0335264,5,
3660,nm0051659,6,
3660,nm0494432,1,Alex Whitaker
3660,nm0382676,1,Andre Toulon
3660,nm0591968,4,Dana Hadley
3660,nm0803765,1,Neil Gallagher
3660,nm0227187,2,
3660,nm0023929,0,
3660,nm0355790,0,
3660,nm0136592,0,
3660,nm0673268,3,
3661,nm0775010,3,
3661,nm0533837,4,"Carolyn Bramwell"",""Elsa"
3661,nm0076980,1,Michael Kenney
3661,nm0919954,1,"Andre Toulon"",""Eriquee Chaneé"
3661,nm0916121,1,Patrick Bramwell
3661,nm0020406,2,
3661,nm0023929,0,
3661,nm0655029,0,
3661,nm0227187,0,
3661,nm0213983,3,
3662,nm0051659,6,
3662,nm0738212,1,Andre Toulon
3662,nm0528433,1,Major Kraus
3662,nm0000718,1,Dr. Hess
3662,nm0517606,1,Lt. Eric Stein
3662,nm0213983,2,
3662,nm0023929,0,
3662,nm0003676,0,
3662,nm0227187,0,
3662,nm0775010,3,
3663,nm0668501,0,
3663,nm0192963,1,Rick Myers
3663,nm0921979,4,Susie
3663,nm0011042,1,Cameron
3663,nm0384711,4,Lauren
3663,nm0123009,2,
3663,nm0378071,0,
3663,nm0139871,0,
3663,nm0240551,0,
3663,nm0007439,0,
3664,nm0668501,0,
3664,nm0192963,1,Rick Myers
3664,nm0921979,4,Susie
3664,nm0644707,1,Jennings
3664,nm0384711,4,Lauren
3664,nm0123009,2,
3664,nm0139871,0,
3664,nm0240551,0,
3664,nm0378071,0,
3664,nm0007439,0,
3667,nm1712349,6,
3667,nm0000608,1,Tony Church
3667,nm0591485,4,Della Roberts
3667,nm0001664,1,Dancer
3667,nm0557956,1,Roger
3667,nm0518719,2,
3667,nm0088793,0,
3667,nm0795461,0,
3667,nm0906066,3,
3667,nm0000025,6,
3668,nm0369743,3,
3668,nm0926013,1,Romeo
3668,nm0001377,4,Juliet
3668,nm0568491,1,Mercutio
3668,nm0642675,1,Friar Laurence
3668,nm0001874,2,
3668,nm0000636,0,
3668,nm0116663,0,
3668,nm0195148,0,
3668,nm0102646,3,
3669,nm0005976,6,
3669,nm0000615,1,Roy Knable
3669,nm0001118,4,Helen Knable
3669,nm0000470,1,Spike
3669,nm0005495,1,Darryl Knable
3669,nm0001382,2,
3669,nm0662678,0,
3669,nm0421084,0,
3669,nm0797001,0,
3669,nm0732708,3,
3671,nm0381110,3,
3671,nm0001476,1,Bart
3671,nm0000698,1,Jim
3671,nm0001620,1,Taggart
3671,nm0466327,1,Hedley Lamarr
3671,nm0000316,2,
3671,nm0825799,0,
3671,nm0000921,0,
3671,nm0001640,0,
3671,nm0880078,0,
3672,nm0106539,1,Dr. Chapman
3672,nm0909117,4,Linda
3672,nm0308185,4,Mary
3672,nm0280682,1,Paul
3672,nm0131995,2,
3672,nm0101494,6,
3672,nm0714756,5,
3672,nm0782683,7,
3672,nm0942427,8,
3673,nm0861341,7,
3673,nm0824134,1,Hunter
3673,nm0409146,1,Frank Inn
3673,nm1449294,4,Benji
3673,nm0290265,4,Newscaster
3673,nm0131995,2,
3673,nm0891141,3,
3673,nm0101489,6,
3673,nm0101494,6,
3673,nm0714756,5,
3674,nm0714756,5,
3674,nm0308185,4,Mary
3674,nm1449294,4,Benji
3674,nm0890461,1,Stelios
3674,nm0280682,1,Paul
3674,nm0131995,2,
3674,nm0891141,0,
3674,nm0372525,0,
3674,nm0101489,6,
3674,nm0101494,6,
3675,nm0005729,5,
3675,nm0001078,1,Bob Wallace
3675,nm0001414,1,Phil Davis
3675,nm0167041,4,Betty Haynes
3675,nm0893584,4,Judy Haynes
3675,nm0002031,2,
3675,nm0469915,0,
3675,nm0659085,0,
3675,nm0291035,0,
3675,nm0006040,3,
3676,nm0620756,1,Henry Spencer
3676,nm0829270,4,Mary X
3676,nm0430535,1,Mr. X
3676,nm0060931,4,Mrs. X
3676,nm0000186,2,
3676,nm0136754,5,
3676,nm0005695,5,
3677,nm0228286,1,Journeyman
3677,nm0294825,2,
3677,nm0536056,0,
3677,nm0629382,0,
3677,nm0629368,0,
3677,nm6897793,0,
3677,nm0824195,6,
3677,nm0041393,7,
3678,nm0000930,6,
3678,nm0000069,1,Frankie Machine
3678,nm0001571,4,Molly
3678,nm0662223,4,Zosh Machine
3678,nm0822205,1,Sparrow
3678,nm0695937,2,
3678,nm0628305,0,
3678,nm0578439,0,
3678,nm0019346,0,
3678,nm0372942,0,
3679,nm3061073,10,Themselves
3679,nm10012336,10,Self - Light Bulb Kid
3679,nm2067977,10,Themselves
3679,nm1504768,10,Themselves
3679,nm10012338,10,Themselves
3679,nm0790715,2,
3679,nm0174180,5,
3679,nm0612341,7,
3679,nm0927383,7,
3679,nm0421963,10,Themselves
3680,nm0675128,10,Self - Aerosmith Guitar
3680,nm0878911,10,Self - Aerosmith Vocalist
3680,nm0005430,10,Self - Kiss Bassist
3680,nm0004840,10,Self
3680,nm0790715,2,
3680,nm0206760,3,
3680,nm0267512,3,
3680,nm0956721,5,
3680,nm0149536,7,
3681,nm0223964,0,
3681,nm0000142,1,Monco
3681,nm0001812,1,Col. Douglas Mortimer
3681,nm0002231,1,El Indio (The Indian)
3681,nm0472756,4,Mary - Hotel Manager's Beautiful Wife
3681,nm0001466,2,
3681,nm0607694,0,
3681,nm0898812,0,
3681,nm0006872,0,
3681,nm0217258,0,
3682,nm0197883,3,
3682,nm0000142,1,Insp. Harry Calahan
3682,nm0001358,1,Lt. Briggs
3682,nm0752751,1,Officer Charlie McCoy
3682,nm0815800,1,Officer Davis
3682,nm0692872,2,
3682,nm0277807,0,
3682,nm0277849,0,
3682,nm0587518,0,
3682,nm0001047,0,
3683,nm0615788,8,
3683,nm0315288,1,Ray
3683,nm0000531,4,Abby
3683,nm0000445,1,Julian Marty
3683,nm0001826,1,Private Detective Loren Visser
3683,nm0001054,2,
3683,nm0001053,2,
3683,nm0001980,6,
3683,nm0001756,5,
3683,nm0927366,7,
3684,nm0826119,7,
3684,nm0000313,1,Jack Baker
3684,nm0000201,4,Susie Diamond
3684,nm0000977,1,Frank Baker
3684,nm0704618,4,Nina
3684,nm0460141,2,
3684,nm0742275,3,
3684,nm0918463,3,
3684,nm0006115,6,
3684,nm0000841,5,
3685,nm0005647,5,
3685,nm0000197,1,Charley Partanna
3685,nm0000678,4,Irene Walker
3685,nm0005162,1,Eduardo Prizzi
3685,nm0709907,1,Angelo 'Pop' Partanna
3685,nm0001379,2,
3685,nm0174410,0,
3685,nm0730027,0,
3685,nm0286048,3,
3685,nm0006218,6,
3686,nm0000957,5,
3686,nm0000662,1,Nelson Wright
3686,nm0000102,1,David Labraccio
3686,nm0000210,4,Dr. Rachel Mannus
3686,nm0000287,1,Joe Hurley
3686,nm0001708,2,
3686,nm0276823,0,
3686,nm0081279,3,
3686,nm0000140,3,
3686,nm0006133,6,
3687,nm3780381,3,
3687,nm0000335,4,Ambisextra
3687,nm0001626,1,Metamorphis
3687,nm0260433,1,Sylvain
3687,nm0156684,4,Airelle
3687,nm0482537,2,
3687,nm0029105,0,
3687,nm0167387,0,
3687,nm0001920,0,
3687,nm2943236,3,
3688,nm0170788,7,
3688,nm0597517,1,Pee Wee
3688,nm0380628,1,Billy
3688,nm0461129,1,Tommy
3688,nm0934059,1,Mickey
3688,nm0163706,2,
3688,nm0138502,3,
3688,nm0006344,6,
3688,nm0957293,6,
3688,nm0005808,5,
3689,nm0005808,5,
3689,nm0597517,1,Pee Wee
3689,nm0461129,1,Tommy
3689,nm0380628,1,Billy
3689,nm0934059,1,Mickey
3689,nm0163706,2,
3689,nm0842011,0,
3689,nm0650276,0,
3689,nm0138502,3,
3689,nm0957293,6,
3690,nm0422271,5,
3690,nm0597517,1,Pee Wee Morris
3690,nm0461129,1,Tommy Turner
3690,nm0304393,1,Meat Tuperello
3690,nm0380628,1,Billy
3690,nm0464506,2,
3690,nm0163706,0,
3690,nm0825829,0,
3690,nm0742070,3,
3690,nm0249585,6,
3691,nm0007178,5,
3691,nm0000121,4,Christine
3691,nm0751018,4,Jordan
3691,nm0000546,1,Jim
3691,nm0957905,1,Bubba
3691,nm0085457,2,
3691,nm0338633,0,
3691,nm0641791,0,
3691,nm0250595,3,
3691,nm0258004,3,
3692,nm0381230,3,
3692,nm0103642,4,Chrissy
3692,nm0107621,1,Warren
3692,nm0697214,1,Spike
3692,nm0752763,1,Mr. Paley
3692,nm0354286,2,
3692,nm0442207,2,
3692,nm0748892,0,
3692,nm0835376,0,
3692,nm0281258,0,
3693,nm0495854,5,
3693,nm0544820,4,Sara
3693,nm0169631,1,The Toxic Avenger
3693,nm0045059,4,Wanda
3693,nm0542430,4,Julie
3693,nm0381230,2,
3693,nm0442207,2,
3693,nm0728766,0,
3693,nm0855988,0,
3693,nm0835376,0,
3694,nm0594431,0,
3694,nm0269793,1,"The Toxic Avenger"",""Apocalypse Inc. Executive"
3694,nm0022658,1,The Toxic Avenger
3694,nm0499294,4,Claire
3694,nm0172635,1,Apocalypse Inc. Chairman
3694,nm0381230,2,
3694,nm0442207,2,
3694,nm0855988,0,
3694,nm0507921,0,
3694,nm0299220,0,
3695,nm0729708,0,
3695,nm0269793,1,"The Toxic Avenger"",""Apocalypse, Inc. Executive"
3695,nm0499294,4,Claire
3695,nm0022658,1,The Toxic Avenger
3695,nm0172635,1,"Apocalypse, Inc. Chairman"",""The Devil"
3695,nm0381230,2,
3695,nm0442207,2,
3695,nm0855988,0,
3695,nm0507921,0,
3695,nm0938489,0,
3696,nm0182551,8,
3696,nm0515128,1,Chris
3696,nm0040662,1,Ray Cameron
3696,nm0551185,1,J.C.
3696,nm0926114,4,Cynthia
3696,nm0215269,2,
3696,nm0330077,3,
3696,nm0006031,6,
3696,nm0627589,5,
3696,nm0461774,7,
3697,nm0005428,3,
3697,nm0000418,1,Lieutenant Mike Harrigan
3697,nm0000997,1,Peter Keyes
3697,nm0001310,1,The Predator
3697,nm0001952,1,Danny Archuleta
3697,nm0394280,2,
3697,nm0859029,0,
3697,nm0859049,0,
3697,nm0204862,3,
3697,nm0330379,3,
3698,nm0266536,6,
3698,nm0000216,1,Ben Richards
3698,nm0000744,4,Amber Mendez
3698,nm0001433,1,Laughlin
3698,nm0000987,1,Fireball
3698,nm0001274,2,
3698,nm0000175,0,
3698,nm0211823,0,
3698,nm0511707,3,
3698,nm0957030,3,
3699,nm0006217,6,
3699,nm0000313,1,Starman
3699,nm0000261,4,Jenny Hayden
3699,nm0001747,1,Mark Shermin
3699,nm0001395,1,George Fox
3699,nm0000118,2,
3699,nm0262595,0,
3699,nm0317279,0,
3699,nm0718466,0,
3699,nm0290581,3,
3700,nm0225416,5,
3700,nm0608012,1,The Brother
3700,nm0249921,1,Fly
3700,nm0141915,4,West Indian Woman
3700,nm0708363,1,Hispanic Man
3700,nm0000626,2,
3700,nm0707475,3,
3700,nm0719964,3,
3700,nm0111050,6,
3700,nm0006025,6,
3701,nm0004229,5,
3701,nm0001001,1,Matthew Sykes
3701,nm0001597,1,Sam Francisco
3701,nm0000654,1,William Harcourt
3701,nm0397441,1,Rudyard Kipling
3701,nm0048491,2,
3701,nm0639328,0,
3701,nm0005036,3,
3701,nm0462193,3,
3701,nm0811749,6,
3702,nm0370954,7,
3702,nm0000154,1,Max
3702,nm0760394,4,Jessie
3702,nm0117412,1,Toecutter
3702,nm0001950,1,Jim Goose
3702,nm0004306,2,
3702,nm0565537,0,
3702,nm0447945,0,
3702,nm0006189,6,
3702,nm0250867,5,
3703,nm0005871,5,
3703,nm0000154,1,Max
3703,nm0817748,1,The Gyro Captain
3703,nm0696463,1,Pappagallo
3703,nm0681041,1,The Toadie
3703,nm0004306,2,
3703,nm0371249,0,
3703,nm0360352,0,
3703,nm0447945,0,
3703,nm0006189,6,
3704,nm0005871,5,
3704,nm0000154,1,Mad Max
3704,nm0877913,4,Aunty Entity
3704,nm0817748,1,Jedediah
3704,nm0168284,1,Jedediah Jnr.
3704,nm0004306,2,
3704,nm0644695,2,
3704,nm0371249,0,
3704,nm0447945,0,
3704,nm0003574,6,
3705,nm0001877,6,
3705,nm0000154,1,Rick Jarmin
3705,nm0000443,4,Marianne Graves
3705,nm0001016,1,Eugene Sorenson
3705,nm0004886,1,Albert Diggs
3705,nm0000824,2,
3705,nm0893207,0,
