movieID|title|year|original_language|runtime|overview|poster_URL|box_office|budget|tmdb_popularity|imdb_rating|imdb_rating_votes
2329|American History X|1998|en|119|Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother; Danny Vineyard's narration; we learn that before going to prison; Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison; Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.|https://image.tmdb.org/t/p/w1280/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg|23875127|20000000|36|8|1173770
2330|Hands on a Hard Body|1996|en|98|Filmmaker S.R. Bindler profiles Texas contestants trying to win a truck by keeping one hand on it longer than everyone else.|https://image.tmdb.org/t/p/w1280/snyLQ21YGNWHNcDSNUIouzBFObh.jpg|0|0|2|7|2445
2331|Living Out Loud|1998|en|100|Judith Moore is suddenly single after discovering her husband of fifteen years; a successful doctor; has been having an affair with a younger woman. Judith stews; plans; plots and fantasizes; but she can't decide what to do with her life until she goes out to a night club to see singer Liz Bailey; who is full of advice on life and love. While out on the town; Judith is suddenly kissed by a total stranger; which opens her eyes to new possibilities... which is when she notices Pat; the elevator operator in her building.|https://image.tmdb.org/t/p/w1280/uegG68vP7leUDQbG8fP4ihgTo0i.jpg|12902790|12000000|5|6|5027
2332|Belly|1998|en|96|Tommy Bundy and Sincere are best friends as well as infamous and ruthless criminals and shot-callers in the hood. Respected by many but feared by all.  As the police are closing in on them and new players are looking for a come up; will their reign last?|https://image.tmdb.org/t/p/w1280/3h84eKRRK0SCW6LVRJ4cnQx4xD.jpg|0|0|11|6|12428
2333|Gods and Monsters|1998|en|105|It's 1957; and James Whale's heyday as the director of "Frankenstein;" "Bride of Frankenstein" and "The Invisible Man" is long behind him. Retired and a semi-recluse; he lives his days accompanied only by images from his past. When his dour housekeeper; Hannah; hires a handsome young gardener; the flamboyant director and simple yard man develop an unlikely friendship; which will change them forever.|https://image.tmdb.org/t/p/w1280/awvJH3NtXoStsjAtXKr99hfuVaG.jpg|6451628|10000000|13|7|32537
2334|Siege; The|1998|en|116|The secret US abduction of a suspected terrorist from his Middle East homeland leads to a wave of terrorist attacks in New York.  An FBI senior agent and his team attempt to locate and decommission the enemy cells; but must also deal with an Army General gone rogue and a female CIA agent of uncertain loyalties.|https://image.tmdb.org/t/p/w1280/6aSo9FepBA6zNEHgA3bgqt3UaOk.jpg|116672912|70000000|21|6|77329
2335|Waterboy; The|1998|en|90|Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.|https://image.tmdb.org/t/p/w1280/miT42qWYC4D0n2mXNzJ9VfhheWW.jpg|185991646|23000000|28|6|175885
2336|Elizabeth|1998|en|124|The story of the ascension to the throne and the early reign of Queen Elizabeth the First; the endless attempts by her council to marry her off; the Catholic hatred of her and her romance with Lord Robert Dudley.|https://image.tmdb.org/t/p/w1280/pkmS95lnTOnBFmG5g82aNSE3dkW.jpg|82150642|30000000|12|7|104320
2337|Velvet Goldmine|1998|en|118|Almost a decade has elapsed since Bowiesque glam-rock superstar Brian Slade escaped the spotlight of the London scene. Now; investigative journalist Arthur Stuart is on assignment to uncover the truth behind the enigmatic Slade. Stuart; himself forged by the music of the 1970s; explores the larger-than-life stars who were once his idols and what has become of them since the turn of the new decade.|https://image.tmdb.org/t/p/w1280/4EJkObEJFvXCuoVqOP7XBXGqdQ1.jpg|4313644|0|17|6|37941
2338|I Still Know What You Did Last Summer|1998|en|100|Ever since killing the Fisherman one year ago; Julie James is still haunted by images of him after her. When her best friend Karla wins free tickets to the Bahamas; Julie finds this a perfect opportunity to finally relax. But someone is waiting for her. Someone who she thought was dead. Someone who is out again for revenge.|https://image.tmdb.org/t/p/w1280/motBJIO921LFZkoGKCSbmSCVHBc.jpg|40002112|65000000|28|4|78008
2339|I'll Be Home For Christmas|1998|en|86|Estranged from his father; college student Jake is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit; Jake is left without identification or money to help him make the journey. Meanwhile; his girlfriend; Allie; does not know where he is; and accepts a cross-country ride from Jake's rival; Eddie.|https://image.tmdb.org/t/p/w1280/vzxvMRJtXfqdiwBYzDJXDSIOYWi.jpg|0|30000000|15|5|11852
2340|Meet Joe Black|1998|en|178|When the grim reaper comes to collect the soul of megamogul Bill Parrish; he arrives with a proposition: Host him for a "vacation" among the living in trade for a few more days of existence. Parrish agrees; and using the pseudonym Joe Black; Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over; so is Parrish's life.|https://image.tmdb.org/t/p/w1280/fDPAjvfPMomkKF7cMRmL5Anak61.jpg|142940100|90000000|43|7|260599
2342|Hard Core Logo|1996|en|92|Bruce Macdonald follows punk bank Hard Core Logo on a harrowing last-gasp reunion tour throughout Western Canada. As magnetic lead-singer Joe Dick holds the whole magilla together through sheer force of will; all the tensions and pitfalls of life on the road come bubbling to the surface.|https://image.tmdb.org/t/p/w1280/teeqvy7KbBRguSJwLnuMbrEj5RE.jpg|0|0|1|7|2806
2344|Runaway Train|1985|en|111|A hardened convict and a younger prisoner escape from a brutal prison in the middle of winter only to find themselves on an out-of-control train with a female railway worker while being pursued by the vengeful head of security.|https://image.tmdb.org/t/p/w1280/dqViXokpi1xTZmsotfyhvGmzyZo.jpg|7936012|9000000|15|7|32478
2346|Stepford Wives; The|1975|en|115|Joanna Eberhart has come to the quaint little town of Stepford; Connecticut with her family; but soon discovers there lies a sinister truth in the all too perfect behavior of the female residents.|https://image.tmdb.org/t/p/w1280/eGJMm2OUfgt8DDKeHlWQWDcaCl7.jpg|0|0|14|6|19313
2347|Pope of Greenwich Village; The|1984|en|121|Charlie and his troublesome cousin Paulie decide to steal $150000 in order to back a "sure thing" race horse that Paulie has inside information on. The aftermath of the robbery gets them into serious trouble with the local Mafia boss and the corrupt New York City police department.|https://image.tmdb.org/t/p/w1280/5U0HNeGoJVK3xic7hK9lz89Ki9i.jpg|6836201|8000000|12|6|9678
2348|Sid and Nancy|1986|en|112|January 1978. After their success in England; the punk rock band Sex Pistols venture out on their tour of the southern United States. Temperamental bassist Sid Vicious is forced by his band mates to travel without his troubled girlfriend; Nancy Spungen; who will meet him in New York. When the band breaks up and Sid begins his solo career in a hostile city; the turbulent couple definitely falls into the depths of drug addiction.|https://image.tmdb.org/t/p/w1280/wHzCbMCfipDJ38GW5IyBTWDflMz.jpg|2826523|4000000|14|7|34368
2349|Mona Lisa|1986|en|104|George is a small-time crook just out of prison who discovers his tough-guy image is out of date. Reduced to working as a minderhttps://image.tmdb.org/t/p/w1280/driver for high class call girl Simone; he has to agree when she asks him to find a young colleague from her King's Cross days. That's when George's troubles just start.|https://image.tmdb.org/t/p/w1280/geBGfbhkgKHld8rM9XuLfzPGZ6I.jpg|5794184|0|8|7|18414
2350|Heart Condition|1990|en|100|Racist police officer Jack Moony has a vendetta against Napoleon Stone; a charismatic black lawyer who is sleeping with Jack's old flame Crystal Gerrity. Jack has a heart attack; but his life is saved when he receives Stone's heart; since Stone died mysteriously the same night as Jack was stricken. Stone is not completely gone; however; and as a ghost he is all too happy to give Jack advice on how he should do his job and live his life.|https://image.tmdb.org/t/p/w1280/2ApuvU24UEBlWeBiQGRyyOYFeqe.jpg|4134992|10000000|7|5|3973
2351|Nights of Cabiria (Notti di Cabiria; Le)|1957|it|110|Rome; 1957. A woman; Cabiria; is robbed and left to drown by her boyfriend; Giorgio. Rescued; she resumes her life and tries her best to find happiness in a cynical world. Even when she thinks her struggles are over and she has found happiness and contentment; things may not be what they seem.|https://image.tmdb.org/t/p/w1280/xF4oCG3PLNbcrtPZbqB3BtkIbKg.jpg|752045|0|12|8|51495
2352|Big Chill; The|1983|en|105|Seven old college friends gather for a weekend reunion after the funeral of one of their own.|https://image.tmdb.org/t/p/w1280/rU8kjMEL5Mn0EWm3gOShPHBEZ4l.jpg|56400000|8000000|16|7|40832
2353|Enemy of the State|1998|en|132|When the videotape of the murder of a congressman unknowingly ends up in the hands of labor lawyer and dedicated family man Robert Clayton Dean; he is framed for the murder. With the help of the mysterious Brill; Dean attempts to throw the NSA off his trail and prove his innocence.|https://image.tmdb.org/t/p/w1280/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg|250649836|90000000|23|7|256482
2354|Rugrats Movie; The|1998|en|79|Annoyed by the responsibility of being an older brother to Dil; Tommy sets out with Chuckie; Phil; and Lil to return his baby brother to the hospital. However; they inadvertently get lost in the woods during their trip.|https://image.tmdb.org/t/p/w1280/uZejGKCSd6nwfMx8U0Td37U2fTc.jpg|100491683|30000000|21|5|20522
2355|Bug's Life; A|1998|en|95|On behalf of "oppressed bugs everywhere;" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.|https://image.tmdb.org/t/p/w1280/Ah3J9OJVc2CNCuH2zMydXy9fmIC.jpg|363258859|120000000|58|7|310798
2356|Celebrity|1998|en|113|The career and personal life of writer Lee are at a standstill; so he divorces his bashful wife; Robin; and dives into a new job as an entertainment journalist. His assignments take him to the swankiest corners of Manhattan; but as he jumps from one lavish party to another and engages in numerous empty romances; he starts to doubt the worth of his work. Meanwhile; top TV producer Tony falls for Robin and introduces her to the world of celebrity.|https://image.tmdb.org/t/p/w1280/3pbcMORRjqYgfx87CXexLw32gk.jpg|0|0|10|6|28192
2357|Central Station (Central do Brasil)|1998|pt|110|An emotive journey of a former school teacher; who writes letters for illiterate people; and a young boy; whose mother has just died; as they search for the father he never knew.|https://image.tmdb.org/t/p/w1280/zJvp7XjQ2LhPbDVYhFXyucs40vR.jpg|5596708|2900000|16|8|41794
2358|Savior|1998|hu|103|A hardened mercenary in the Foreign Legion begins to find his own humanity when confronted with atrocities during the fighting in Bosnia.|https://image.tmdb.org/t/p/w1280/7qMfDjUTEvLg5640CUAddk2BNpG.jpg|0|10000000|9|7|11418
2359|Waking Ned Devine (a.k.a. Waking Ned)|1998|en|91|When a lottery winner dies of shock; his fellow townsfolk attempt to claim the money.|https://image.tmdb.org/t/p/w1280/bsxiOOKC40HlhdIJYCUE2BkpJv0.jpg|43515982|3000000|13|7|27774
2360|Celebration; The (Festen)|1998|da|105|A grandiose party to celebrate a sixtieth birthday unleashes a family drama with all the lies that conceal horrendous secrets. The eldest son; Christian; stages a showdown with the popular pater familias; his provocative; moving after-dinner speech dislodges all the masks; which finally fall completely as the father-son conflict intensifies and the bewildered guests look on.|https://image.tmdb.org/t/p/w1280/2LRzNq41yrY8EjCnD1S8sCCPvKk.jpg|0|1300000|19|8|92691
2361|Pink Flamingos|1972|en|93|Notorious Baltimore criminal and underground figure Divine goes up against Connie & Raymond Marble; a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as "The Filthiest Person Alive".|https://image.tmdb.org/t/p/w1280/71IwGRZmEds1yuD2xbaExAofoLS.jpg|6000000|12000|15|6|27441
2362|Glen or Glenda|1953|en|65|A psychiatrist tells two stories: one of a trans woman; the other of a pseudohermaphrodite.|https://image.tmdb.org/t/p/w1280/uZir2hA6VOmVNS6JdKb6RiYghTA.jpg|10158|20000|8|4|9100
2363|Godzilla (Gojira)|1954|ja|96|Japan is thrown into a panic after several ships are sunk near Odo Island. An expedition to the island led by Dr. Yemani soon discover something far more devastating than imagined in the form of a 50 meter tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan; but the rest of the world as well.|https://image.tmdb.org/t/p/w1280/fg635r7DxfmbQpnIh7vLCOsGoOG.jpg|2250000|900000|31|7|38278
2364|Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla; The)|1984|ja|87|Originally released in Japan as "The Return of Godzilla"  in 1984; this is the heavily re-edited; re-titled "Godzilla 1985".  Adding in new footage of Raymond Burr; this 16th Godzilla film ignores all previous sequels and serves as a direct follow-up to the 1956 "Godzilla King of the Monsters"; which also featured scenes with Burr edited into 1954's "Godzilla". This film restores the darker tone of the original; as we witness the nuclear destruction of giant lizard terrorizing Japan.|https://image.tmdb.org/t/p/w1280/blKtf1L6LA3mFW8aVJzxnaI8CLn.jpg|4116395|700000|11|6|6777
2365|King Kong vs. Godzilla (Kingukongu tai Gojira)|1962|ja|97|The advertising director of Pacific Pharmaceuticals; frustrated with the low ratings of their sponsored TV program; seeks a more sensationalist approach. He orders his staff to Faro Island to capture King Kong for exploitation. As Godzilla re-emerges; a media frenzy generates with Pacific looking to capitalize off of the ultimate battle.|https://image.tmdb.org/t/p/w1280/dmCfyzUl0Ylk8Rpi6dYyWuBrnNr.jpg|12550000|0|16|5|11026
2366|King Kong|1933|en|100|Adventurous filmmaker Carl Denham sets out to produce a motion picture unlike anything the world has seen before. Alongside his leading lady Ann Darrow and his first mate Jack Driscoll; they arrive on an island and discover a legendary creature said to be neither beast nor man. Denham captures the monster to be displayed on Broadway as King Kong; the eighth wonder of the world.|https://image.tmdb.org/t/p/w1280/lHlnxKL5GbgRibyRFI7n1Ey850i.jpg|10000000|672000|21|7|89995
2367|King Kong|1976|en|134|An oil company expedition disturbs the peace of a giant ape and brings him back to New York to exploit him.|https://image.tmdb.org/t/p/w1280/paYKhEwUaxKA05vmOfU7FlleTln.jpg|90614445|23000000|20|6|35016
2368|King Kong Lives|1986|en|105|After falling from the Twin Towers; Kong lies in a coma for ten years. When his heart begins to fail; scientists engineer an artificial heart; and a giant female ape is captured to serve as a source for a blood transfusion. When Kong awakens following his heart transplant; he senses the nearby presence of the female ape and the two escape to wreak havoc together.|https://image.tmdb.org/t/p/w1280/gI37vg2otF348OHxsx97hWCVvNI.jpg|4711220|10000000|15|3|6680
2369|Desperately Seeking Susan|1985|en|104|Roberta is a bored suburban housewife who is fascinated with a woman; Susan; she only knows about by reading messages to and from her in the personals section of the newspaper. This fascination reaches a peak when an ad with the headline "Desperately Seeking Susan" proposes a rendezvous. Roberta goes too; and in a series of events involving amnesia and mistaken identity; steps into Susan's life.|https://image.tmdb.org/t/p/w1280/5vLHhO05KEBYVrCmp1bvI06r32t.jpg|27400000|5000000|10|6|25570
2370|Emerald Forest; The|1985|en|114|For ten years; engineer Bill Markham has searched tirelessly for his son Tommy who disappeared from the edge of the Brazilian rainforest. Miraculously; he finds the boy living among the reclusive Amazon tribe who adopted him. And that's when Bill's adventure truly begins. For his son is now a grown tribesman who moves skillfully through this beautiful-but-dangerous terrain; fearful only of those who would exploit it. And as Bill attempts to "rescue" him from the savagery of the untamed jungle; Tommy challenges Bill's idea of true civilization and his notions about who needs rescuing.|https://image.tmdb.org/t/p/w1280/fdRlqPnPFaPyQqS3KiBLJwWQPBe.jpg|24467000|0|13|6|10855
2371|Fletch|1985|en|98|When investigative reporter Irwin "Fletch" Fletcher goes undercover to write a piece on the drug trade at a local beach; he's approached by wealthy businessman Alan Stanwyk; who offers him $50;000 to murder him. With sarcastic wit and a knack for disguises; Fletch sets out to uncover Stanwyk's story.|https://image.tmdb.org/t/p/w1280/zYYWgIIY1YPuABQgGw6mOdQsQ4g.jpg|59612888|8000000|16|6|57037
2372|Fletch Lives|1989|en|95|Fletch is a fish out of water in small-town Louisiana; where he's checking out a tumbledown mansion he's inherited. When a woman he flirts with turns up dead; he becomes a suspect and must find the killer and clear his name.|https://image.tmdb.org/t/p/w1280/A30iCFQVKXvQzGHEE4hyVC0QtrD.jpg|35150960|8045760|10|6|23002
2373|Red Sonja|1985|en|89|The tyrant Gedren seeks the total power in a world of barbarism. She raids the city Hablac and kills the keeper of a talisman that gives her great power. Red Sonja; sister of the keeper; sets out with her magic sword to overthrow Gedren.|https://image.tmdb.org/t/p/w1280/qYJFrmSjy0HpzmvnIuGpuFUzXbs.jpg|6948633|17900000|21|5|44387
2374|Gung Ho|1986|en|112|When a western Pennsylvania auto plant is acquired by a Japanese company; brokering auto worker Hunt Stevenson faces the tricky challenge of mediating the assimilation of two clashing corporate cultures. At one end is the Japanese plant manager and the sycophant who is angling for his position. At the other; a number of disgruntled long-time union members struggle with the new exigencies of Japanese quality control.|https://image.tmdb.org/t/p/w1280/sxnlQEb8dugTFK2KyFrq3iv3bHn.jpg|36611610|13000000|9|6|13793
2375|Money Pit; The|1986|en|91|After being evicted from their Manhattan apartment; a couple buy what looks like the home of their dreams—only to find themselves saddled with a bank-account-draining nightmare. Struggling to keep their relationship together as their rambling mansion falls to pieces around them; the two watch in hilarious horror as everything—including the kitchen sink—disappears into the Money Pit.|https://image.tmdb.org/t/p/w1280/bohhidIi1WWU5NNYF9l5wLQu3Ii.jpg|54999651|10000000|19|6|61543
2376|View to a Kill; A|1985|en|131|A newly-developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin who forms a plan to destroy his only competition in Silicon Valley by triggering a massive earthquake in the San Francisco Bay.|https://image.tmdb.org/t/p/w1280/arJF829RP9cYvh0NU70dC5TtXSa.jpg|152427960|30000000|23|6|103768
2377|Lifeforce|1985|en|101|A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.|https://image.tmdb.org/t/p/w1280/953hMDf9G2ZRIEs97M6iFIYWtWF.jpg|11603545|25000000|23|6|28969
2378|Police Academy|1984|en|96|New rules enforced by the Lady Mayoress mean that sex; weight; height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy; much to the chagrin of the instructors. Not everyone is there through choice; though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long; Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!|https://image.tmdb.org/t/p/w1280/m5a1U549gokC1kxsqgQoRb6XpFg.jpg|81198894|4500000|32|6|135623
2379|Police Academy 2: Their First Assignment|1985|en|87|Officer Carey Mahoney and his cohorts have finally graduated from the Police Academy and are about to hit the streets on their first assignment. Question is; are they ready to do battle with a band of graffiti-tagging terrorists? Time will tell; but don't sell short this cheerful band of doltish boys in blue.|https://image.tmdb.org/t/p/w1280/xyljfyGSJOdghPsycreHMsnhpU9.jpg|55600000|7600000|26|5|58568
2380|Police Academy 3: Back in Training|1986|en|83|When police funding is cut; the Governor announces he must close one of the academies. To make it fair; the two police academies must compete against each other to stay in operation. Mauser persuades two officers in Lassard's academy to better his odds; but things don't quite turn out as expected...|https://image.tmdb.org/t/p/w1280/pBxGgWSR0CMaCVMA2kQS5MWU1z3.jpg|107600000|12000000|25|5|48164
2381|Police Academy 4: Citizens on Patrol|1987|en|88|A new batch of recruits arrives at Police Academy; this time a group of civilian volunteers who have joined Commandant Lassard's new Citizens on Patrol program. Although the community relations project has strong governmental support; a disgusted Captain Harris is determined to see it fail.|https://image.tmdb.org/t/p/w1280/vvk5aWBJE3EqDX2ln6M4J4UiUXr.jpg|76800000|17000000|15|5|45305
2382|Police Academy 5: Assignment: Miami Beach|1988|en|90|The Police Academy misfits travel to Miami Beach for Commandant Lassard to be honored with a prestigious lifetime award pending his retirement. Things take a turn when Lassard unknowingly ends up in possession of stolen diamonds from a jewel heist.|https://image.tmdb.org/t/p/w1280/4m1qfTiVxdEDv0fgUf0FI7CA9Fe.jpg|19510371|0|22|4|38015
2383|Police Academy 6: City Under Siege|1989|en|84|Our favourite police men are called together to deal with a gang who rob banks and jewelers. Using their various talents as well as their extraordinary luck; the crooks stand no chance against our men and women in blue.|https://image.tmdb.org/t/p/w1280/gRFJ3xLewH1rwEplZBfKS4vGpFV.jpg|33200000|15000000|23|4|32865
2384|Babe: Pig in the City|1998|en|97|Babe; fresh from his victory in the sheepherding contest; returns to Farmer Hoggett's farm; but after Farmer Hoggett is injured and unable to work; Babe has to go to the big city to save the farm.|https://image.tmdb.org/t/p/w1280/glO6LcTWUZcbxWT2SB4eRDnFSsP.jpg|69131860|90000000|18|5|35171
2385|Home Fries|1998|en|91|Dorian and Angus chase down their womanizing stepfather with a helicopter; frightening him to death. In his effort to cover their tracks; Dorian begins investigating his stepfather's mistress; Sally. She works at a fast-food drive-through; she's pregnant and Dorian quickly falls in love with her. Unfortunately; his scheming mother wants Sally dead. And Sally isn't sure she wants Dorian to be her child's father and also his brother.|https://image.tmdb.org/t/p/w1280/9Qwi6NdS4lBAv1WIkw04050FFE9.jpg|10443316|15000000|6|5|8873
2387|Very Bad Things|1998|en|100|Kyle Fisher has one last night to celebrate life as a single man before marrying Laura; so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way; turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...|https://image.tmdb.org/t/p/w1280/rYmyRxF5e9fBdgcQScKu0CUtMy5.jpg|9898412|30000000|13|6|48733
2388|Steam: The Turkish Bath (Hamam)|1997|tr|94|Francesco and Marta run a husband-and-wife design company in Rome. When Francesco's aunt dies in Instanbul he travels there to sort out the hamam turkish steam bath that she left him. He finds a love and warmth in his realtives' Instanbul home that is missing from his life in Italy.|https://image.tmdb.org/t/p/w1280/53Bs1CLJWDuomqdolXXWyso7cPf.jpg|384793|0|7|6|7124
2389|Psycho|1998|en|105|A young female embezzler arrives at the Bates Motel; which has terrible secrets of its own.  Although this version is in color; features a different cast; and is set in 1998; it is closer to a shot-for-shot remake than most remakes; Gus Van Sant often copying Hitchcock's camera movements and editing; and Joseph Stefano's script is mostly carried over. Bernard Herrmann's musical score is reused as well; though with a new arrangement by Danny Elfman and recorded in stereo.|https://image.tmdb.org/t/p/w1280/xpLyh5jcjNgUfRy6zeGvAx3Td5B.jpg|37141130|60000000|17|4|50380
2390|Little Voice|1998|en|97|After the death of her father; Little Voice or LV becomes a virtual recluse; never going out and hardly ever saying a word. She just sits in her bedroom listening to her father's collection of old records of Shirley Bassey; Marilyn Monroe and various other famous female singers. But at night time; LV sings; imitating these great singers with surprising accuracy. One night she is overheard by one of her mother's boyfriends; who happens to be a talent agent. He manages to convince her that her talent is special and arranges for her to perform at the local night club; but several problems arise.|https://image.tmdb.org/t/p/w1280/eMzV2BU8t05j0nbYTljpxGMW7Y9.jpg|0|0|6|7|17093
2391|Simple Plan; A|1998|en|121|Captivated by the lure of sudden wealth; the quiet rural lives of two brothers erupt into conflicts of greed; paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane. Their simple plan to retain the money while avoiding detection opens a Pandora's box when the fear of getting caught triggers panicked behavior and leads to virulent consequences.|https://image.tmdb.org/t/p/w1280/wO2gH7DMqpMeHlj5QmDhW4IkgAr.jpg|16316273|30000000|12|7|75209
2392|Jack Frost|1998|en|101|A father; who can't keep his promises; dies in a car accident. One year later; he returns as a snowman; who has the final chance to put things right with his son before he is gone forever.|https://image.tmdb.org/t/p/w1280/tdSyQJe7vEDcH9kEVqzVcr0O9lS.jpg|0|27000000|13|5|40706
2393|Star Trek: Insurrection|1998|en|103|When an alien race and factions within Starfleet attempt to take over a planet that has "regenerative" properties; it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.|https://image.tmdb.org/t/p/w1280/xQCMAHeg5M9HpDIqanYbWdr4brB.jpg|118000000|70000000|21|6|78838
2394|Prince of Egypt; The|1998|en|99|This is the extraordinary tale of two brothers named Moses and Ramses; one born of royal blood; and one an orphan with a secret past. Growing up the best of friends; they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds; as one becomes the ruler of the most powerful empire on earth; and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world.|https://image.tmdb.org/t/p/w1280/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg|218613188|70000000|36|7|143884
2395|Rushmore|1998|en|93|When a beautiful first-grade teacher arrives at a prep school; she soon attracts the attention of an ambitious teenager named Max; who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However; the situation soon gets complicated when Max's new friend becomes involved with her; setting the two pals against one another in a war for her attention.|https://image.tmdb.org/t/p/w1280/hSJ6swahAuZ8wM96lHDTwQPXUvZ.jpg|17096053|9000000|14|7|196306
2396|Shakespeare in Love|1998|en|123|Young Shakespeare is forced to stage his latest comedy; "Romeo and Ethel; the Pirate's Daughter;" before it's even written. When a lovely noblewoman auditions for a role; they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses; Shakespeare's comedy soon transforms into tragedy.|https://image.tmdb.org/t/p/w1280/iNCTveBiq7jQ4Av4ynWSdWXN6Cc.jpg|289317794|25000000|18|7|232777
2398|Miracle on 34th Street|1947|en|96|Kris Kringle; seemingly the embodiment of Santa Claus; is asked to portray the jolly old fellow at Macy's following his performance in the Thanksgiving Day parade. His portrayal is so complete that many begin to question if he truly is Santa Claus; while others question his sanity.|https://image.tmdb.org/t/p/w1280/qyAc9X9XHloIqy3oJbbZ44Cw0Hm.jpg|2700000|630000|22|7|54603
2399|Santa Claus: The Movie|1985|en|107|The first half of this film; set hundreds of years ago; shows how the man who eventually became Santa Claus was given immortality and chosen to deliver toys to all the children of the world. The second half moves into the modern era; in which Patch; the head elf; strikes out on his own and falls in with an evil toy manufacturer who wants to corner the market and eliminate Santa Claus.|https://image.tmdb.org/t/p/w1280/9yrlEzsdT1kzeg8Tf6wHK9brjAF.jpg|23717291|50000000|10|6|15534
2400|Prancer|1989|en|103|Jessica; the daughter of an impoverished apple farmer; still believes in Santa Claus. So when she comes across a reindeer with an injured leg; it makes perfect sense to her to assume that it is Prancer; who had fallen from a Christmas display in town. She hides the reindeer in her barn and feeds it cookies; until she can return it to Santa. Her father finds the reindeer an decides to sell it to the butcher; not for venison chops; but as an advertising display.|https://image.tmdb.org/t/p/w1280/kOLulGzaBSaOzuLkG0VfEnMKMZi.jpg|0|0|8|6|6313
2401|Pale Rider|1985|en|115|A mysterious preacher protects a humble prospector village from a greedy mining company trying to encroach on their land.|https://image.tmdb.org/t/p/w1280/kpAN5WnDEVWYzMDPkXHTbrDQuak.jpg|41410568|6900000|33|7|63900
2402|Rambo: First Blood Part II|1985|en|96|John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.|https://image.tmdb.org/t/p/w1280/pzPdwOitmTleVE3YPMfIQgLh84p.jpg|300400432|44000000|52|6|180394
2403|First Blood (Rambo: First Blood)|1982|en|93|When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy; he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.|https://image.tmdb.org/t/p/w1280/a9sa6ERZCpplbPEO7OMWE763CLD.jpg|125212904|15000000|41|7|271702
2404|Rambo III|1988|en|102|Combat has taken its toll on Rambo; but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan; Rambo declines but must reconsider when Trautman is captured.|https://image.tmdb.org/t/p/w1280/1eSQvGuD25ezKaiaQsyDDG3e9iN.jpg|189015611|63000000|46|5|138860
2405|Jewel of the Nile; The|1985|en|106|Joan Wilder is thrust back into a world of murder; chases; foreign intrigue... and love. This time out she's duped by a duplicitous Arab dignitary who brings her to the Middle East; ostensibly to write a book about his life. Of course; he's up to no good; and Joan is just another pawn in his wicked game. But Jack Colton and his sidekick Ralph show up to help our intrepid heroine save the day.|https://image.tmdb.org/t/p/w1280/6VjsIhnIcrz2XdQVHdsMj5DdSa1.jpg|96773200|25000000|22|6|61759
