crewID,Name,birth_year,end_year
nm0455394,Zalman King,1942,2012
nm0632405,Anaïs Nin,1903,1977
nm0745315,Elisa M. Rothstein,,
nm0461341,Patricia Louisianna Knop,1940,2019
nm0463844,Evzen Kolar,1950,2017
nm0751609,David E. Russo,,
nm0847857,Charlie Talbert,1978,
nm0001715,George C. Scott,1927,1999
nm0031759,Perry Anzilotti,1959,
nm0190169,Chris Crutcher,,
nm0330308,Jill Gordon,,
nm0824406,Dawn Steel,1946,1997
nm0001305,Lukas Haas,1976,
nm0000604,John C. Reilly,1965,
nm0168214,Stacy Cochran,,
nm0759070,James Salter,1925,2015
nm0271162,Paul Feldsher,,
nm0291293,Peter Frankfurt,,
nm0400385,Erica Huggins,,
nm0340797,David Gribble,1946,
nm0000549,Roger Moore,1927,2017
nm0348186,Janet Gunn,1961,
nm0245235,Frank Dux,,
nm12026427,Steven Klein,,
nm0597857,Paul Mones,1955,
nm0823507,Fredro Starr,1971,
nm0005024,Terrence Howard,1969,
nm0326837,Steve Gomer,,
nm0742568,Seth Zvi Rosenfeld,,
nm0569198,Kathleen McGhee-Anderson,,
nm0667340,Dan Paulson,,
nm0616152,Floyd Mutrux,1941,
nm0002377,Stephen Semel,,
nm0001035,Ben Chaplin,1970,
nm0004937,Jamie Foxx,1967,
nm0920108,Audrey Wells,1960,2018
nm0016479,Cari-Esta Albert,,
nm0109658,Robert Brinkmann,1961,
nm0005129,Joey Lawrence,1976,
nm0005055,Billy Joel,1949,
nm0612321,Richard Mulligan,1932,2000
nm0780117,George Scribner,,
nm0185084,Jim Cox,,
nm0228400,Tim Disney,,
nm0003506,James Mangold,1963,
nm0641097,Gail O'Grady,1963,
nm0213726,Tom DeCerchio,,
nm0703800,Colin Quinn,1959,
nm0573691,James J. McNamara,,
nm0052186,Jonathan Banks,1947,
nm0212588,Robert Deacon,1945,
nm0788454,Alan Shapiro,1957,
nm0115202,Ricou Browning,1930,2023
nm0184689,Jack Cowden,1928,2016
nm0918918,Arthur Weiss,1912,1980
nm0441818,Perry Katz,,
nm0956244,Bob Ziembicki,,
nm0001200,Gary Farmer,1953,
nm0000464,Jim Jarmusch,1953,
nm0531384,Demetra J. MacBride,,
nm0949918,Neil Young,1945,
nm0005810,Robby Müller,1940,2018
nm0553648,Olivier Martinez,1966,
nm0034079,Pierre Arditi,1944,
nm0167388,François Cluzet,1955,
nm0710919,Jean-Paul Rappeneau,1932,
nm0320274,Jean Giono,1895,1970
nm0173953,Nina Companeez,1937,2015
nm0006223,Jean-Claude Petit,1943,
nm0864371,Hugues Tissandier,,
nm0002010,Christian Clavier,1952,
nm0501256,Valérie Lemercier,1964,
nm0154707,Marie-Anne Chazel,1951,
nm0688585,Jean-Marie Poiré,1945,
nm0856176,Alain Terzian,1949,
nm0505438,Eric Levi,1955,
nm0494444,Jean-Yves Le Mener,,
nm0445398,Catherine Kelber,,
nm0241033,Zack Duhame,1987,
nm0772432,Katie Schlossberg,,
nm0588082,Chris Miller,1942,
nm0354968,Mary Hale,,
nm0480375,Gregg Lacy,,
nm0885533,Maila Nurmi,1922,2008
nm0298215,Dolores Fuller,1923,2011
nm0545803,Paul Marco,1927,2006
nm0111926,Conrad Brooks,1931,2017
nm0859920,Brett Thompson,,
nm0858659,Crawford John Thomas,1929,1998
nm0006068,Louis Febre,,
nm0588204,David J. Miller,,
nm0480800,John Lafferty,,
nm0000677,Robin Tunney,1972,
nm0000103,Fairuza Balk,1974,
nm0000117,Neve Campbell,1973,
nm0874086,Rachel True,1966,
nm0276823,Peter Filardi,1962,
nm0000916,Peter Berg,1964,
nm0376676,Tony Hendra,1941,2021
nm0089182,John Bloom,1935,
nm0001642,Randy Quaid,1950,
nm0000915,Bruce Beresford,1940,
nm0353187,Steven Haft,,
nm0467193,Ron Koslow,1945,
nm0416824,Peter James,1947,
nm0003372,Chris Seager,1949,
nm0123090,Sheila Burrell,1922,2011
nm0000410,Stephen Fry,1957,
nm0102903,Malcolm Bradbury,1932,2000
nm0316599,Stella Gibbons,1902,1989
nm0318336,Alison Gilby,,
nm0516894,Robert Lockhart,1959,2012
nm0423333,Phil Joanou,1961,
nm0121715,James Lee Burke,1936,
nm0679037,Harley Peyton,,
nm0340037,Leslie Greif,1954,
nm0817983,John Spencer,1946,2005
nm0918711,David Weisberg,,
nm0177018,Douglas Cook,1959,2015
nm0743119,Mark Rosner,,
nm0083938,Riccardo Biseo,,
nm0352847,François Hadji-Lazaro,1956,2023
nm0001197,Anna Falchi,1972,
nm0461658,Mickey Knox,1921,2013
nm0811714,Michele Soavi,1957,
nm0778554,Tiziano Sclavi,1953,
nm0080917,Heinz Bibo,1927,2012
nm0181107,Tilde Corsi,,
nm0000415,Jami Gertz,1965,
nm0551926,Anne-Marie Martin,1957,
nm0117290,Ian Bryce,,
nm0000097,Pamela Anderson,1967,
nm0008894,Amir AboulEla,,
nm0018234,Adriana Alexander,,
nm0029025,David Andriole,1964,
nm0389514,David Hogan,,
nm0912431,Chris Warner,,
nm0149669,Ilene Chaiken,1957,
nm0610465,Todd Moyer,,
nm0412669,Ken Iyadomi,,
nm0848968,Atsuko Tanaka,1962,
nm0443509,Iemasa Kayumi,1932,2014
nm0960033,Akio Ôtsuka,1959,
nm0945290,Kôichi Yamadera,1961,
nm0632716,Mizuho Nishikubo,1953,
nm0651900,Mamoru Oshii,1951,
nm0794385,Shirow Masamune,1961,
nm0411872,Kazunori Itô,1954,
nm0411070,Mitsuhisa Ishikawa,1958,
nm0421087,Lucinda Jenney,1954,
nm0502342,Bethany Joy Lenz,1981,
nm0276169,Tom Holland,1943,
nm0302127,Mitchell Galin,,
nm0748283,Richard P. Rubinstein,1947,
nm0465458,Jeffrey Konvitz,1944,
nm0001733,Nicollette Sheridan,1963,
nm0001315,Marcia Gay Harden,1959,
nm0295007,Rick Friedberg,1944,
nm0294997,Jason Friedberg,1970,
nm0783536,Aaron Seltzer,1974,
nm0161003,Dick Chudnow,1944,
nm0236841,Doug Draizin,,
nm0758608,Peter Sallis,1921,2017
nm0717176,Anne Reid,1935,
nm0661910,Nick Park,1958,
nm0048276,Bob Baker,1939,2021
nm0741578,Michael Rose,,
nm0791185,Carla Shelley,,
nm0725725,Dave Alex Riddett,,
nm0307997,Helen Garrard,,
nm0006306,Christopher L. Stone,1952,
nm0526649,Jessica Lundy,1966,
nm0571327,Alex McKenna,1984,
nm0550930,James Marshall,,
nm0020068,Harry Allard,1928,2017
nm0286715,Brent Forrester,1967,
nm0069798,Leslie Belzberg,1953,
nm0402950,Martin Hunter,,
nm0771493,Richard Schiff,1955,
nm0788018,Shane,,
nm0810147,Thomas G. Smith,,
nm0447396,Arthur Kempel,1945,2004
nm0005812,Hiro Narita,1941,
nm0367431,Anthony Harvey,1930,2017
nm0000634,Peter Sellers,1925,1980
nm0001330,Sterling Hayden,1916,1986
nm0943978,Keenan Wynn,1916,1986
nm0000040,Stanley Kubrick,1928,1999
nm0313570,Peter George,1924,1966
nm0006145,Laurie Johnson,1927,
nm0001041,Maggie Cheung,1964,
nm0149222,Louis Cha,1924,2018
nm0659388,Jacky Yee Wah Pang,,
nm0874639,Sung-Lin Tsai,,
nm0595131,Freida Lee Mock,,
nm0761739,Terry Sanders,1931,
nm0017450,Charles Bernstein,1943,
nm0502375,Don Lenzer,,
nm0550218,Ed Marritz,,
nm0142216,William T. Cartwright,1920,2013
nm0737582,Günter Rohrbach,1928,
nm0395850,Dominique Horwitz,1957,
nm0470981,Thomas Kretschmann,1962,
nm0293695,Jochen Nickel,1959,
nm0748993,Sebastian Rudolph,1968,
nm0005917,Joseph Vilsmaier,1939,2020
nm0127321,Jürgen Büscher,,
nm0296356,Christoph Fromm,1958,
nm0373893,Johannes Heide,,
nm0404483,Hanno Huth,1953,
nm0001852,Treat Williams,1951,2023
nm0001876,Catherine Zeta-Jones,1969,
nm0266166,Lee Falk,1911,1999
nm0090151,Jeffrey Boam,1946,2000
nm0000608,Burt Reynolds,1936,2018
nm0000609,Ving Rhames,1959,
nm0382437,Carl Hiaasen,1953,
nm0003552,Stephen Goldblatt,1945,
nm0789877,Michael Shaw,,
nm0898546,Pruitt Taylor Vince,1960,
nm0000239,Liv Tyler,1977,
nm0001859,Shelley Winters,1920,2006
nm0001323,Debbie Harry,1945,
nm0589194,Richard Miller,,
nm0601952,Thurston Moore,1958,
nm0057869,Michael F. Barrow,,
nm0720532,Meg Reticker,,
nm0450116,Brian Kerwin,1949,
nm0218621,James DeMonaco,1969,
nm0618800,Gary Nadeau,,
nm0582338,Ricardo Mestres,1958,
nm0364813,Jared Harris,,
nm0000588,Martha Plimpton,1970,
nm0089937,Lothaire Bluteau,1957,
nm0366004,Mary Harron,1953,
nm0628534,Jeremiah Newton,1949,
nm0875844,Diane Tucker,,
nm0590889,Daniel Minahan,,
nm0435788,Tom Kalin,,
nm13862093,Fernand Dalfin,,
nm0629199,Magaye Niang,,
nm0629200,Myriam Niang,,
nm0172970,Christoph Colomb,,
nm0876997,Mustapha Ture,,
nm0228013,Djibril Diop Mambéty,1945,1998
nm1154755,Georges Bracher,,
nm11264731,Siro Asteni,,
nm0266292,Aminata Fall,1942,2002
nm0228033,Ousseynou Diop,,
nm0000003,Brigitte Bardot,1934,
nm0001128,Alain Delon,1935,
nm0000019,Federico Fellini,1920,1993
nm0000590,Edgar Allan Poe,1809,1849
nm0184046,Pascal Cousin,,
nm0001971,Ewen Bremner,1972,
nm0571727,Kevin McKidd,1973,
nm0920543,Irvine Welsh,1958,
nm0687668,John Plumpis,,
nm0597223,Janel Moloney,1969,
nm0934525,Scott Winant,,
nm0392848,Winnie Holzman,1954,
nm0277896,Penney Finkelman Cox,1951,
nm0693561,Alan Poul,,
nm0742347,Tom Rosenberg,,
nm0774606,Oliver Scholl,,
nm0107463,David Brenner,1962,2022
nm0768817,Pietro Scalia,1960,
nm0193661,Sinéad Cusack,1948,
nm0591612,Susan Minot,1956,
nm0009029,Peter Abrahams,1947,
nm0879318,Bob Tzudiker,1953,
nm0074834,Mary Kay Bergman,1961,1999
nm0123553,Corey Burton,1955,
nm0614742,Tab Murphy,,
nm0005182,Leslie Mann,1972,
nm0392648,Lou Holtz Jr.,,
nm0508988,Andrew Licht,,
nm0611064,Jeffrey A. Mueller,,
nm0000195,Bill Murray,1950,
nm0029502,Vanessa Angel,1966,
nm0266673,Barry Fanaro,,
nm0622240,Mort Nathan,,
nm0001853,Vanessa Williams,1963,
nm0000336,James Coburn,1928,2002
nm0701049,Tony Puryear,,
nm0155961,Michael S. Chernuchin,1954,
nm0465744,Anne Kopelson,,
nm0588777,Larry Miller,1953,
nm0001471,Jerry Lewis,1926,2017
nm0725075,Bill Richmond,1921,2016
nm0315732,Calin Ghibu,1939,2018
nm0088250,Claudiu Bleont,1959,
nm0876129,Olga Tudorache,1929,2017
nm0176035,George Constantin,1933,1994
nm0684596,Lucian Pintilie,1933,2018
nm0241577,Petru Dumitriu,1926,2002
nm3376838,Constantin Popescu,,
nm0840034,Anton Suteu,1947,2010
nm0468956,Leopold Kozlowski,1918,2019
nm0834889,Yale Strom,1957,
nm0067969,Ronald Belkin,,
nm0075412,Bernard Berkin,,
nm0527339,Michael P. Lustig,,
nm0692645,Steven Posen,,
nm0748589,Oren Rudavsky,,
nm0636600,David Notowitz,,
nm0535718,Elena Maganini,,
nm0217716,Michael DeLorenzo,1959,
nm0091076,Sergei Bodrov,1948,
nm0001557,Viggo Mortensen,1958,
nm0000445,Dan Hedaya,1940,
nm0092018,Leslie Bohem,1951,
nm0000746,Trini Alvarado,1967,
nm0229930,Peter Dobson,1964,
nm0040014,John Astin,1930,
nm0088373,John Blick,1945,
nm0084019,Dan Bishop,,
nm0177933,Chris Cooper,1951,
nm0001615,Elizabeth Peña,1959,2014
nm0579116,Stephen Mendillo,1942,
nm0485917,Stephen J. Lang,,
nm0589158,R. Paul Miller,,
nm0714246,Theresa Rebeck,1958,
nm0005502,Michelle Trachtenberg,1985,
nm0808376,Gregory Smith,1983,
nm0156345,Vanessa Chester,1984,
nm0400486,Bronwen Hughes,,
nm0280447,Louise Fitzhugh,1928,1974
nm0848027,Julie Talen,,
nm0677956,Douglas Petrie,,
nm0003659,Phedon Papamichael,1962,
nm0001718,Kyra Sedgwick,1965,
nm0224187,Gerald Di Pego,1941,
nm0102189,Barbara Boyle,,
nm0852888,Michael Taylor,,
nm0503429,Alisa Lepselter,1963,
nm0106010,Amy Braverman,1984,
nm0722614,Miranda Rhyne,,
nm0392237,Nicole Holofcener,1960,
nm0103891,Billy Bragg,1957,
nm0000098,Jennifer Aniston,1969,
nm0333638,Susan Graef,,
nm0054096,William Barclay,,
nm0622296,Michael G. Nathanson,,
nm0848298,Daniel Talpers,1949,2019
nm0001240,Dennis Franz,1944,
nm0608666,Gregory Mosher,1949,
nm0922857,Tony Westman,1946,
nm0440229,Vincent Kartheiser,1979,
nm0070767,Dirk Benedict,1945,
nm0000032,Charlton Heston,1923,2008
nm0381699,Fraser C. Heston,1955,
nm0121106,Andy Burg,,
nm0616851,Scott Myers,,
nm0297182,Carol Fuchs,,
nm0694282,Reg Powell,,
nm0349669,Joseph Gutowski,,
nm0001599,Will Patton,1954,
nm0393661,Kevin Hooks,1958,
nm0006326,Christopher Tyng,1968,
nm0641944,Shaquille O'Neal,1972,
nm0001824,Ally Walker,1961,
nm0009806,James Acheson,,
nm0285557,Christian Ford,,
nm0812143,Roger Soffer,,
nm0048863,Richard Alan Baker,,
nm0291442,Howard Franklin,,
nm0089397,Roy Blount Jr.,1941,
nm0930625,Garry Williams,1954,
nm0956785,Stan Zimmerman,,
nm0762541,Arlene Sanford,,
nm0253323,Harry Elfont,,
nm0438226,Deborah Kaplan,1970,
nm0073790,James Berg,,
nm0000743,Néstor Almendros,1930,1992
nm0000872,Patrick Bauchau,,
nm0689248,Haydée Politoff,1946,
nm0690150,Daniel Pommereulle,1937,2003
nm0431083,Alain Jouffroy,1928,2015
nm0006445,Éric Rohmer,1920,2010
nm0064676,Georges de Beauregard,1920,1984
nm0089337,Blossom Toes,,
nm0326833,Giorgio Gomelsky,1934,2016
nm0773137,O. Jochen Schmidt,1938,2000
nm0252091,André Eisermann,1967,
nm0759797,Udo Samel,1953,
nm0167403,Jeremy Clyde,1941,
nm0856918,Katharina Thalbach,1954,
nm0782266,Peter Sehr,1951,2013
nm0583007,Andreas Meyer,,
nm0541004,Nikos Mamangakis,1929,2013
nm0005846,Gernot Roll,1939,2020
nm0359642,Heidi Handorf,1949,
nm0817033,Richard Sparks,,
nm0000991,Geneviève Bujold,1942,
nm0001424,Udo Kier,,
nm0590188,Sherry Mills,,
nm0070676,Tom Benedek,,
nm0075727,Barry Berman,1957,
nm0172830,Carlo Collodi,1826,1890
nm0911725,Megan Ward,1969,
nm0921942,Billy West,1952,
nm0668500,John Payson,,
nm0496902,Bonni Lee,,
nm0000443,Goldie Hawn,1945,
nm0000541,Bette Midler,1945,
nm0326118,Olivia Goldsmith,1949,2004
nm0363326,Robert Harling,1951,
nm0634509,Brawley Nolte,1986,
nm0401738,Cyril Hume,1900,1966
nm0537363,Richard Maibaum,1909,1991
nm0407245,Alexander Ignon,,
nm12797302,Bryant Reid,,
nm0001221,Louise Fletcher,1934,2022
nm0000952,Hart Bochner,1956,
nm0626696,Gil Netter,,
nm0550585,John P. Marsh,,
nm0123102,Hedy Burress,1973,
nm0507343,Jenny Lewis,1976,
nm0793652,Jenny Shimizu,1967,
nm0371852,Annette Haywood-Carter,,
nm0643093,Joyce Carol Oates,1938,
nm0924772,Elizabeth White,,
nm0527097,Jeffrey Lurie,1951,
nm0097544,Michael Bortman,,
nm0001838,Rachel Weisz,1970,
nm0911542,Fred Ward,1942,2022
nm0772829,Arne Schmidt,,
nm0780622,Rick Seaman,,
nm0295264,Josh Friedman,,
nm0933798,Mara Wilson,1987,
nm0443582,Nicholas Kazan,1945,
nm0196946,Liccy Dahl,1938,
nm0933510,Ian Wilson,1939,2021
nm0181920,James Cosmo,1948,
nm0144025,Patrick Cassavetti,1950,
nm1444462,Richard Brooks,1962,
nm0006563,Iggy Pop,1947,
nm0691194,Tim Pope,,
nm0740462,Ronald Roose,,2021
nm0397445,Kyle Howard,1978,
nm0363954,Herbert Russell,,
nm0934863,Harry Winer,1947,
nm0330195,Michael Hitchcock,,
nm0689782,Judith A. Polone,,
nm0309039,Pierre Gascar,1916,1997
nm0105482,Pierre Brasseur,1905,1972
nm0885098,Alida Valli,1921,2006
nm0562831,Juliette Mayniel,1936,2023
nm0726777,Alexandre Rignault,1901,1985
nm0290802,Georges Franju,1912,1987
nm0715118,Jean Redon,,
nm0063973,Chris Boardman,1954,
nm0004904,Angie Everhart,1969,
nm0301362,William M. Gaines,1922,1992
nm0301826,Bob Gale,1951,
nm0957453,Lee David Zlotoff,1954,
nm0614950,Forrest Murray,,
nm0237170,Robert Draper,,
nm0329390,Margaret Goodspeed,,
nm0005078,Stacy Keach,1941,
nm0486277,A.J. Langer,1974,
nm0384185,Debra Hill,1950,2005
nm0002980,Shirley Walker,1945,2006
nm0942482,Jeffrey Wright,1965,
nm0773603,Julian Schnabel,1951,
nm0538107,Lech Majewski,1953,
nm0100765,John Bowe,1964,
nm1035537,Michael Holman,,
nm0000467,Don Johnson,1949,
nm0636358,John Norville,,
nm0722000,William Reynolds,1910,1997
nm0701374,Mario Puzo,1920,1999
nm0000065,Nino Rota,1911,1979
nm0932336,Gordon Willis,1931,2014
nm0156809,Mac Chew,,
nm0000706,Michelle Yeoh,1962,
nm0874684,Kenneth Tsang,1934,2022
nm0947177,Lee Wai Yee,,
nm0151162,Willie Chan,1941,2017
nm0752636,John P. Ryan,1936,2007
nm0097214,Stuart Boros,,
nm0493662,Andrew Lazar,1966,
nm0204485,Don Davis,1957,
nm0909607,David M. Walsh,,
nm0001601,David Paymer,1954,
nm0002137,Arthur Hiller,1923,2016
nm0722610,Don Rhymer,1961,2012
nm0614526,Michael Murphy,,
nm0674419,Geraldine Peroni,1953,2004
nm0022939,Stephen Altman,1956,
nm0000275,Rosanna Arquette,1959,
nm0563434,Jill Mazursky,1965,
nm0074729,Julie Bergman Sender,,
nm0180446,Will Corno,,
nm0000575,Alexandra Paul,1963,
nm0008412,Youssef Abed-Alnour,,
nm0322339,Paul Gleason,1939,2006
nm0311155,Michael V. Gazzo,1923,1995
nm0615536,Izidore K. Musallam,,
nm0169449,Ira Cohen,,
nm7019103,John Rubino,,
nm0451131,Juliano Mer-Khamis,1958,2011
nm0132367,David Campbell,,
nm0950552,Rongguang Yu,1958,
nm0154235,Emil Chau,1960,
nm0160803,Athena Chu,1971,
nm0789966,Sandy Shaw,,
nm0359180,Tang Han Mok,,
nm0437645,Sui Lai Kang,,
nm0504997,So Hau Leung,,
nm0926235,James Whitmore,1921,2009
nm0696409,Douglas Preston,,
nm0157470,Lincoln Child,,
nm0706311,John Raffo,,
nm0001239,John Frankenheimer,1930,2002
nm0822582,Richard Stanley,1966,
nm0920229,H.G. Wells,1866,1946
nm0404396,Ron Hutchinson,,
nm0682302,Brock Pierce,1980,
nm0101711,Blake Boyd,,
nm0445552,Tim Kelleher,,
nm0255053,Riley Kathryn Ellis,,
nm0767817,Jill Savitt,,
nm0429114,Richard T. Jones,1972,
nm0121708,James Burke,1936,
nm0342045,Michael Grillo,,
nm0005286,Haley Joel Osment,1988,
nm0551908,Andrea Martin,1947,
nm4267752,Francis X. McCarthy Jr.,,
nm0765091,Alvin Sargent,1927,2019
nm0842422,Jeep Swenson,1957,1997
nm0311020,Joe Gayton,,2023
nm0851699,Michael Tavera,1961,
nm0563902,Scott McAfee,1981,
nm0404532,Candace Hutson,1980,
nm0389533,Heather Hogan,1985,
nm0071818,Jeff Bennett,1962,
nm0809823,Roy Allen Smith,1954,
nm0743361,Dev Ross,,
nm0294440,Judy Freudberg,1949,2012
nm0312076,Tony Geiss,1924,2011
nm0235794,Zahra Dowlatabadi,,
nm0772499,Ariane Schluter,1966,
nm0447397,Ad van Kempen,1944,
nm0324660,Theo van Gogh,1957,2004
nm0230449,Johan Doesburg,,
nm0653120,Marcel Otten,,
nm0097700,Ruud Bos,1936,2023
nm0259445,Tom Erisman,1954,
nm0522195,Ot Louw,1946,
nm0886593,Ruud Van Dijk,1943,2004
nm0397697,Alan Howarth,1948,
nm0000587,Donald Pleasence,1919,1995
nm0353238,Marianne Hagan,1966,
nm0752751,Mitchell Ryan,1934,2022
nm0152640,Joe Chappelle,,
nm0268107,Daniel Farrands,1969,
nm0293551,Paul Freeman,,
nm0862702,Clive Tickner,1943,
nm0835916,Imogen Stubbs,1961,
nm0533599,Steven Mackintosh,1967,
nm0638080,Trevor Nunn,1940,
nm0202753,Shaun Davey,1948,
nm0732271,Tony Robinow,,
nm0569267,Michael McGill,,
nm0330360,Keith Gordon,1961,
nm0903361,Kurt Vonnegut Jr.,1922,2007
nm0004332,Robert B. Weide,,
nm0487700,Jeanne Lapoirie,,
nm0001965,Élodie Bouchez,1973,
nm0603588,Gaël Morel,1972,
nm0725794,Stéphane Rideau,1976,
nm0331202,Frédéric Gorny,1973,
nm0029242,André Téchiné,1943,
nm12460454,Olivier Massart,,
nm0851522,Gilles Taurand,1943,
nm0070300,Georges Benayoun,,
nm0000082,Victor Young,1899,1956
nm0000011,Gary Cooper,1901,1961
nm0000006,Ingrid Bergman,1915,1982
nm0194742,Arturo de Córdova,1908,1973
nm0939992,Sam Wood,1883,1949
nm0629580,Dudley Nichols,1895,1960
nm0002133,Ernest Hemingway,1899,1961
nm0111313,Louis Bromfield,1896,1956
nm0534221,Jeanie Macpherson,1886,1946
nm0000077,Franz Waxman,1906,1967
nm0000026,Cary Grant,1904,1986
nm0000071,James Stewart,1908,1997
nm0404046,Ruth Hussey,1911,2005
nm0002030,George Cukor,1899,1983
nm0058129,Philip Barry,1896,1949
nm0759029,Waldo Salt,1914,1987
nm0000581,Joseph L. Mankiewicz,1909,1993
nm0269751,Adrienne Fazan,1906,1986
nm0000037,Gene Kelly,1912,1996
nm0640307,Donald O'Connor,1925,2003
nm0001666,Debbie Reynolds,1932,2016
nm0353405,Jean Hagen,1923,1977
nm0002045,Stanley Donen,1924,2019
nm0173679,Betty Comden,1917,2006
nm0337582,Adolph Green,1914,2002
nm0006085,Arthur Freed,1894,1973
nm0005849,Harold Rosson,1895,1988
nm0001989,Leslie Caron,1931,
nm0505157,Oscar Levant,1906,1972
nm0350250,Georges Guétary,1915,1997
nm0591486,Vincente Minnelli,1903,1986
nm0503585,Alan Jay Lerner,1918,1986
nm0005720,Alfred Gilks,1891,1970
nm0281866,Robert Flemyng,1912,1995
nm0000030,Audrey Hepburn,1929,1993
nm0000001,Fred Astaire,1899,1987
nm0860373,Kay Thompson,1909,1998
nm0041509,Michel Auclair,1922,1988
nm0314826,Leonard Gershe,1922,2002
nm0249136,Roger Edens,1905,1970
nm0432482,Ray June,1895,1958
nm0102758,Frank Bracht,1910,1985
nm0000049,Henry Mancini,1924,1994
nm0000577,George Peppard,1928,1994
nm0623658,Patricia Neal,1926,2010
nm0001171,Buddy Ebsen,1908,2003
nm0001175,Blake Edwards,1922,2010
nm0001986,Truman Capote,1924,1984
nm0043480,George Axelrod,1922,2003
nm0433021,Martin Jurow,1911,2004
nm0791847,Richard Shepherd,1927,2014
nm0027173,Maxwell Anderson,1888,1959
nm0001571,Kim Novak,1933,
nm0000895,Barbara Bel Geddes,1922,2005
nm0375738,Tom Helmore,1904,1995
nm0000033,Alfred Hitchcock,1899,1980
nm0178785,Alec Coppel,1907,1972
nm0866462,George Tomasini,1909,1964
nm0000038,Grace Kelly,1929,1982
nm0179819,Wendell Corey,1914,1968
nm0728812,Thelma Ritter,1902,1969
nm0371088,John Michael Hayes,1919,2008
nm0122079,Robert Burks,1909,1968
nm0858977,Jameson Thomas,1888,1939
nm0000022,Clark Gable,1901,1960
nm0001055,Claudette Colbert,1903,1996
nm0175369,Walter Connolly,1887,1940
nm0439850,Roscoe Karns,1891,1970
nm0001008,Frank Capra,1897,1991
nm0728307,Robert Riskin,1897,1955
nm0011343,Samuel Hopkins Adams,1871,1958
nm0907900,Joseph Walker,1892,1985
nm0369879,Gene Havlick,1894,1959
nm0394967,Arthur Hornblow Jr.,1893,1976
nm0000964,Charles Boyer,1899,1978
nm0001072,Joseph Cotten,1905,1994
nm0926599,May Whitty,1865,1948
nm0886668,John Van Druten,1901,1957
nm0281556,Walter Reisch,1903,1983
nm0049721,John L. Balderston,1889,1954
nm0358096,Patrick Hamilton,1904,1962
nm0949130,Dorothy Yost,1899,1967
nm0001677,Ginger Rogers,1911,1995
nm0103567,Alice Brady,1892,1939
nm0002143,Edward Everett Horton,1886,1970
nm0762263,Mark Sandrich,1900,1945
nm0852313,Dwight Taylor,1903,1986
nm0916177,Kenneth S. Webb,1892,1966
nm0388755,Samuel Hoffenstein,1890,1947
nm0547938,George Marion Jr.,1899,1968
nm0102327,Robert F. Boyle,1909,2010
nm0001693,Eva Marie Saint,1924,
nm0000051,James Mason,1909,1984
nm0484829,Jessie Royce Landis,1896,1972
nm0534045,Fred MacMurray,1908,1991
nm0001827,Ray Walston,1914,2001
nm0224634,I.A.L. Diamond,1920,1988
nm0006037,Adolph Deutsch,1897,1980
nm0005766,Joseph LaShelle,1900,1989
nm0541721,Daniel Mandell,1895,1987
nm0485702,Charles Lang,1902,1998
nm0000054,Marilyn Monroe,1926,1962
nm0706368,George Raft,1901,1980
nm0858329,Robert Thoeren,1903,1957
nm0517615,Michael Logan,,
nm0164083,Jim Clark,1931,2016
nm0066939,Marc Behm,1925,2007
nm0019706,Joan Alison,1901,1992
nm0000007,Humphrey Bogart,1899,1957
nm0002134,Paul Henreid,1908,1992
nm0001647,Claude Rains,1889,1967
nm0002031,Michael Curtiz,1886,1962
nm0258493,Julius J. Epstein,1909,2000
nm0258525,Philip G. Epstein,1909,1952
nm0462321,Howard Koch,1901,1995
nm0122417,Murray Burnett,1910,1997
nm0000802,Mary Astor,1906,1987
nm0313438,Gladys George,1900,1954
nm0000048,Peter Lorre,1904,1964
nm0001379,John Huston,1906,1987
nm0358591,Dashiell Hammett,1894,1961
nm0249186,Arthur Edeson,1891,1970
nm0724360,Thomas Richards,1899,1946
nm0956155,William H. Ziegler,1909,1977
nm0001322,Rex Harrison,1908,1990
nm0391361,Stanley Holloway,1890,1982
nm0405035,Wilfrid Hyde-White,1903,1991
nm0789737,George Bernard Shaw,1856,1950
nm0912491,Jack L. Warner,1892,1978
nm0005889,Harry Stradling Sr.,1901,1970
nm0358899,Walter Hampden,1879,1955
nm0772834,Arthur P. Schmidt,1912,1965
nm0002162,Henri Alekan,1909,2001
nm0000060,Gregory Peck,1916,2003
nm0000734,Eddie Albert,1906,2005
nm0694403,Hartley Power,1893,1966
nm0943758,William Wyler,1902,1981
nm0874308,Dalton Trumbo,1905,1976
nm0402848,Ian McLellan Hunter,1915,1991
nm0226538,John Dighton,1909,1989
nm0005952,Georges Auric,1899,1983
nm0587926,Arthur C. Miller,1895,1970
nm0000073,Shirley Temple,1928,2014
nm0338901,Richard Greene,1918,1985
nm0521937,Anita Louise,1915,1970
nm0402842,Ian Hunter,1900,1975
nm0485943,Walter Lang,1896,1972
nm0782682,William A. Seiter,1890,1964
nm0384248,Ethel Hill,1898,1954
nm0274923,Walter Ferris,1882,1965
nm0525067,William Ludwig,1912,1999
nm0000023,Judy Garland,1922,1969
nm0639684,Margaret O'Brien,1937,
nm0107082,Lucille Bremer,1917,1996
nm0106505,Irving Brecher,1914,2008
nm0277943,Fred F. Finklehoffe,1910,1977
nm0072639,Sally Benson,1897,1972
nm0373511,Victor Heerman,1893,1977
nm0000875,L. Frank Baum,1856,1919
nm0604656,Frank Morgan,1890,1949
nm0001961,Ray Bolger,1904,1987
nm0481618,Bert Lahr,1895,1967
